"column"	"row"	"left-p-value"	"p-value-log-sum"	"right-p-value"	"two-tail-p-value"	"corrected-left-p-value"	"corrected-right-p-value"	"corrected-two-tail-p-value"	"mean-group1"	"mean-group2"	"N"	"N-group1"	"N-group2"	"U1"	"U2"
No VS Yes	DNAJC19	2.6778882303402085E-5	-4.572195923445935	0.9999732211176966	5.355776460680417E-5	4.0966462815046867E-4	1	4.710170778562143E-4	0.008539232053422375	0.17864754098360655	843	599	244	60126.5	86029.5
No VS Yes	DNAJC2	0.9998960563955445	3.983157082728938	1.0394360445553641E-4	2.0788720891107282E-4	1	0.0016230335846670234	0.0014900167625680376	0.09575125208681137	-0.08186475409836065	843	599	244	84970.5	61185.5
No VS Yes	DNAJC21	0.9930608645645749	2.155670503191812	0.0069391354354251256	0.013878270870850251	1	0.05246707338317543	0.05125929409739271	0.03544240400667777	-0.030881147540983624	843	599	244	80966.5	65189.5
No VS Yes	DNAJC22	2.1604940059205546E-13	-12.665446934258576	0.999999999999784	4.3209880118411093E-13	9.366890714604924E-11	1	1.0481996752057891E-10	-0.5165551839464882	0.39424180327868863	842	598	244	49760	96152
No VS Yes	DNAJC24	0.15303817953373794	-0.7430640426502224	0.8469618204662621	0.3060763590674759	0.5712509588494189	1	0.6337043252101154	-0.009474123539232044	0.01696721311475413	843	599	244	69796.5	76359.5
No VS Yes	DNAJC25	0.024208862090244698	-1.6053824931434428	0.9757911379097552	0.048417724180489397	0.12779895927795756	1	0.14419876726481035	-0.018472454090150314	0.033688524590163936	843	599	244	66750	79406
No VS Yes	DNAJC25-GNG10	0.5	0	0.5	1	1	1	1	0	0	842	599	243	72778.5	72778.5
No VS Yes	DNAJC27	6.679087535233497E-4	-3.1749926986931447	0.9993320912464767	0.0013358175070466993	0.006292175991930326	1	0.007189633740383146	-0.04617696160267115	0.07256147540983603	843	599	244	62792	83364
No VS Yes	DNAJC28	4.174329051864767E-7	-6.379413138290166	0.9999995825670949	8.348658103729534E-7	1.1946671782282072E-5	1	1.355542678722683E-5	-0.094457429048414	0.17290983606557378	843	599	244	57281	88875
No VS Yes	DNAJC3	0.9454631353840437	1.2389544336480138	0.05453686461595636	0.10907372923191272	1	0.28048906872270135	0.28017085346762705	0.017946577629382298	-0.055512295081967214	843	599	244	78215.5	67940.5
No VS Yes	DNAJC30	0.6718679068571864	0.31123518774424347	0.32813209314281355	0.6562641862856271	1	1	1	0.010642737896494173	-0.0029303278688524513	843	599	244	74505	71651
No VS Yes	DNAJC4	0.03563918703574387	-1.4323117656007613	0.9643608129642561	0.07127837407148774	0.175797558515457	1	0.19825818024224756	-0.03687813021702839	0.05249999999999997	843	599	244	67295	78861
No VS Yes	DNAJC5	0.9847894766775318	1.8111992428003212	0.015210523322468195	0.03042104664493639	1	0.09978906430841417	0.0980372714666881	0.05343071786310517	-0.012069672131147543	843	599	244	80018	66138
No VS Yes	DNAJC5B	0.9462215358384685	1.2453844330769568	0.05377846416153148	0.10755692832306296	1	0.2777804218553934	0.27711310259692173	0.16683361629881152	0.018641975308642027	832	589	243	76636	66491
No VS Yes	DNAJC5G	0.5	0	0.5	1	1	1	1	0	0	842	598	244	72956	72956
No VS Yes	DNAJC6	0.9999999975227161	8.606024203153817	2.4772839890552234E-9	4.954567978110447E-9	1	1.9873864505896964E-7	1.8190852556748933E-7	0.15717028380634393	-0.5745491803278688	843	599	244	91830	54326
No VS Yes	DNAJC7	0.313838279657391	-0.3397205714426761	0.686161720342609	0.627676559314782	0.988420807508293	1	1	-0.014891485809682806	0.007663934426229496	843	599	244	71523	74633
No VS Yes	DNAJC8	0.3488927063199605	-0.27096066980525924	0.6511072936800395	0.697785412639921	1	1	1	-0.010843071786310525	0.01198770491803277	843	599	244	71833	74323
No VS Yes	DNAJC9	0.9999893664501209	4.973317109312238	1.0633549879124349E-5	2.1267099758248698E-5	1	2.3732732298676544E-4	2.1474712179079966E-4	0.1268363939899833	-0.036004098360655754	843	599	244	86708	59448
No VS Yes	DNAL1	8.963529918304403E-10	-9.047520927209504	0.999999999103647	1.7927059836608805E-9	6.998078511313747E-8	1	8.046248861025939E-8	-0.20045909849749585	0.1488524590163934	843	599	244	53791	92365
No VS Yes	DNAL4	0.6110707074578441	0.1962208120565939	0.3889292925421559	0.7778585850843118	1	1	1	-0.01656093489148579	-0.02770491803278691	843	599	244	73982.5	72173.5
No VS Yes	DNALI1	4.473192165858064E-4	-3.3491881326458266	0.9995526807834142	8.946384331716128E-4	0.004481329241086026	1	0.005128002068280719	-1.2637289562289562	-0.33047916666666655	834	594	240	60818	81742
No VS Yes	DNASE1	0.16715300235545477	-0.6974510428031236	0.8328469976445452	0.33430600471090954	0.6107363688357722	1	0.6766815792186553	-0.023514190317195226	0.03862704918032788	843	599	244	69982.5	76173.5
No VS Yes	DNASE1L1	0.744914139728432	0.4654198322048	0.255085860271568	0.510171720543136	1	0.8873138570764324	0.9307699122130434	0.0012687813021702622	-0.015143442622950838	843	599	244	75189.5	70966.5
No VS Yes	DNASE1L2	0.026721730500321283	-1.5613724472967758	0.9732782694996787	0.05344346100064257	0.13858709656529572	1	0.1564905022000422	0.040242881072026976	0.1545491803278688	841	597	244	66659.5	79008.5
No VS Yes	DNASE1L3	0.2026552287099918	-0.5948883371613409	0.7973447712900081	0.4053104574199836	0.710025033601015	1	0.783067335815588	0.09388146911519198	0.12487603305785124	841	599	242	69825	75133
No VS Yes	DNASE2	0.9334033552348864	1.1466170083377492	0.06659664476511357	0.13319328953022713	1	0.32818375583524045	0.32997929006169463	0.01810517529215358	-0.025717213114754115	843	599	244	77892.5	68263.5
No VS Yes	DNASE2B	0.67446354925759	0.316358859460633	0.32553645074241	0.65107290148482	1	1	1	0.19222408026755886	0.2002049180327869	842	598	244	74404	71508
No VS Yes	DND1	0.042381162331532274	-1.354019817294308	0.9576188376684678	0.08476232466306455	0.2025805641167331	1	0.22840543370262711	-0.05895659432387311	0.01510245901639344	843	599	244	67551.5	78604.5
No VS Yes	DNER	0.9650835555651491	1.4415349027874316	0.034916444434850924	0.06983288886970185	1	0.1973079279669876	0.19484934636422216	0.4026839464882941	-3.893442622949608E-4	842	598	244	78760.5	67151.5
No VS Yes	DNHD1	0.7531077027702133	0.48434954894970694	0.24689229722978662	0.49378459445957323	1	0.8674007483881657	0.9085190682891849	0.055283806343906505	-0.039426229508196714	843	599	244	75272	70884
No VS Yes	DNLZ	0.8483211983269616	0.7476354306352353	0.15167880167303838	0.30335760334607675	1	0.6113051704294903	0.629162125535166	0.04023372287145244	-0.012540983606557364	843	599	244	76378	69778
No VS Yes	DNM1	6.312061124006951E-4	-3.1995545883235974	0.9993687938875992	0.0012624122248013903	0.005976806204641712	1	0.006839716539425134	-0.12095158597662777	0.03186475409836066	843	599	244	62740	83416
No VS Yes	DNM1L	0.9999999632195582	7.434383041731687	3.678044185884133E-8	7.356088371768266E-8	1	1.93662807172509E-6	1.7613985047182368E-6	0.08881469115191988	-0.1030327868852459	843	599	244	90334.5	55821.5
No VS Yes	DNM1P35	0.9959869254242925	2.3947764069825555	0.0040130745757075426	0.008026149151415085	1	0.0334866587343131	0.03237308813507229	0.09626878130217031	-0.11145491803278691	843	599	244	81577.5	64578.5
No VS Yes	DNM2	0.9969945666059674	2.5207856838701344	0.0030054333940326416	0.006010866788065283	1	0.026431470120933595	0.02537464937650845	0.05085976627712857	-0.036721311475409815	843	599	244	81886	64270
No VS Yes	DNM3	0.3093542302457736	-0.34879929694656675	0.6906457697542264	0.6187084604915472	0.9785332427379896	1	1	0.0522787979966611	-0.015622406639004138	840	599	241	70596.5	73762.5
No VS Yes	DNMBP	1.817530570491499E-9	-8.740518274874017	0.9999999981824694	3.635061140982998E-9	1.2182835669376736E-7	1	1.3949461557403116E-7	-0.32114357262103504	0.16694672131147545	843	599	244	54161.5	91994.5
No VS Yes	DNMT1	0.9936997186490447	2.1978952227298034	0.0063002813509552835	0.012600562701910567	1	0.04848218772221141	0.04732061669311309	0.09686978297161941	-0.049057377049180326	843	599	244	81077	65079
No VS Yes	DNMT3A	0.9997847891529246	3.6670423681644535	2.1521084707543103E-4	4.3042169415086207E-4	1	0.0029731196141397007	0.0027528885316108337	0.07847245409015027	-0.07014344262295084	843	599	244	84366	61790
No VS Yes	DNMT3B	0.9999981767637539	5.739156262108813	1.8232362460901541E-6	3.6464724921803082E-6	1	5.361051224614585E-5	4.800010980178174E-5	0.2769031719532554	-0.11588114754098364	843	599	244	87924.5	58231.5
No VS Yes	DNMT3L	0.5	0	0.5	1	1	1	1	0	0	838	596	242	72116	72116
No VS Yes	DNPEP	0.39744497062965256	-0.18071971006471008	0.6025550293703474	0.7948899412593051	1	1	1	-0.006936560934891485	0.03098360655737704	843	599	244	72244.5	73911.5
No VS Yes	DNTT	0.5	0	0.5	1	1	1	1	0	0	838	595	243	72292.5	72292.5
No VS Yes	DNTTIP1	0.7888261262917597	0.5723410996488985	0.21117387370824026	0.4223477474164805	1	0.7760306626785954	0.8073339633307339	0.054357262103505825	0.023893442622950827	843	599	244	75650.5	70505.5
No VS Yes	DNTTIP2	0.9974042775203209	2.5846129681831447	0.0025957224796790412	0.0051914449593580825	1	0.02358138072600081	0.02250288745731539	0.06285475792988317	-0.03944672131147542	843	599	244	82039	64117
No VS Yes	DOC2A	0.011793299124144951	-1.9232124803622783	0.988206700875855	0.023586598248289903	0.07072161749638071	1	0.07958670516731302	-0.1110172744721689	0.16544600938967138	734	521	213	49584.5	61388.5
No VS Yes	DOC2B	0.4869373041464226	-0.022697391781871634	0.5130626958535773	0.9738746082928452	1	1	1	0.05652754590984966	0.05514344262295083	843	599	244	72973	73183
No VS Yes	DOCK1	9.665332145747385E-9	-8.01478321280392	0.9999999903346679	1.933066429149477E-8	5.089159512503733E-7	1	5.692210206181921E-7	-0.12852253756260434	0.11516393442622946	843	599	244	55066	91090
No VS Yes	DOCK10	0.29895178473482953	-0.3701467375231514	0.7010482152651705	0.5979035694696591	0.9558670198558954	1	1	-0.09182804674457432	-0.03813524590163933	843	599	244	71387	74769
No VS Yes	DOCK11	0.6686497721562661	0.3049114273980681	0.33135022784373397	0.6627004556874679	1	1	1	-0.10570951585976625	-0.16852459016393445	843	599	244	74476.5	71679.5
No VS Yes	DOCK2	0.6862170294084847	0.33983212129578655	0.3137829705915153	0.6275659411830306	1	1	1	-0.07989148580968275	-0.11588114754098357	843	599	244	74633.5	71522.5
No VS Yes	DOCK3	0.9999999999939004	11.214697162678387	6.099620808441841E-12	1.2199241616883683E-11	1	1.4124087865184023E-9	1.2682854409553E-9	0.7625709515859765	-0.19743852459016395	843	599	244	94809	51347
No VS Yes	DOCK4	0.6042982689009944	0.1838833999483428	0.39570173109900564	0.7914034621980113	1	1	1	-0.027963272120200326	-0.05258196721311476	843	599	244	73926	72230
No VS Yes	DOCK5	0.02420512430423355	-1.6054512158407734	0.9757948756957664	0.0484102486084671	0.12781233945254394	1	0.1441975787011744	-0.1513272120200334	0.0012863070539418896	840	599	241	65901.5	78457.5
No VS Yes	DOCK6	0.437360828402857	-0.10939008149232621	0.562639171597143	0.874721656805714	1	1	1	-0.038055813856427284	-0.01838188524590163	843	599	244	72572.5	73583.5
No VS Yes	DOCK7	0.999999991779349	8.08509377988739	8.220651104284826E-9	1.6441302208569653E-8	1	5.47425514875856E-7	5.022854799160777E-7	0.09984140233722874	-0.20008196721311475	843	599	244	91179.5	54976.5
No VS Yes	DOCK8	0.19018627488186218	-0.6292059610021268	0.8098137251181379	0.38037254976372437	0.6768120368962113	1	0.7467101586257622	-0.08682804674457431	-0.014692622950819667	843	599	244	70265.5	75890.5
No VS Yes	DOCK9	0.115945699286922	-0.882224297014955	0.884054300713078	0.231891398573844	0.46019195838909416	1	0.5124445319096864	-0.08608514190317194	-0.047827868852459016	843	599	244	69245	76911
No VS Yes	DOHH	0.8839629352289986	0.8818373208031821	0.1160370647710014	0.2320741295420028	1	0.5021208895389032	0.5127371286650104	-0.08391485809682796	-0.14012295081967213	843	599	244	76909.5	69246.5
No VS Yes	DOK1	7.993668790118313E-6	-5.097250378651929	0.9999920063312099	1.5987337580236627E-5	1.4674503507769448E-4	1	1.6976236470686907E-4	-0.06930717863105176	0.23469262295081966	843	599	244	59244.5	86911.5
No VS Yes	DOK2	0.8957542593045851	0.9341305624393956	0.10424574069541487	0.20849148139082974	1	0.4634988998800936	0.4714716364777425	0.00341402337228711	-0.1329918032786885	843	599	244	77110.5	69045.5
No VS Yes	DOK3	0.7793718457620545	0.5480837814479401	0.22062815423794546	0.4412563084758909	1	0.8012368381583702	0.8350961082765144	0.018038227045075145	-0.03256163729508196	843	599	244	75547	70609
No VS Yes	DOK4	0.1096180468440997	-0.9096942892319229	0.8903819531559003	0.2192360936881994	0.44004864864897947	1	0.4902736919539552	-0.013188647746243775	0.030204918032786892	843	599	244	69139	77017
No VS Yes	DOK5	0.3331242703234075	-0.30143863687006	0.6668757296765925	0.666248540646815	1	1	1	0.07120981387478845	-5.084745762712077E-4	827	591	236	68400	71076
No VS Yes	DOK6	3.330652358357611E-5	-4.477456229975754	0.9999666934764164	6.661304716715222E-5	4.957538576059389E-4	1	5.691295857966712E-4	-0.1354929081803005	0.1897331639344262	843	599	244	60291.5	85864.5
No VS Yes	DOK7	0.21456121395221078	-0.5635611258413825	0.7854387860477892	0.42912242790442157	0.7419164867986083	1	0.8171411749750862	-0.20030592734225613	-0.05820627802690583	746	523	223	56184	60445
No VS Yes	DOLK	0.011608956503475654	-1.9301356173207642	0.9883910434965244	0.023217913006951307	0.06982163715210254	1	0.07857688313280964	-0.03490818030050085	0.05055327868852461	843	599	244	65800.5	80355.5
No VS Yes	DOLPP1	1.669481661531469E-5	-4.777411096576174	0.9999833051833846	3.338963323062938E-5	2.725883639184835E-4	1	3.1499099830580317E-4	-0.0428797996661102	0.10854771784232366	840	599	241	58982.5	85376.5
No VS Yes	DOM3Z	0.9997216926817859	3.5553544893953797	2.783073182140994E-4	5.566146364281988E-4	1	0.003694506985829774	0.003416306158583556	0.0564774624373957	-0.06834016393442624	843	599	244	84145.5	62010.5
No VS Yes	DONSON	0.9999999997063553	9.532177804150363	2.936447196510983E-10	5.872894393021966E-10	1	3.458727429092734E-8	3.1997852686258986E-8	0.19249582637729548	-0.189344262295082	843	599	244	92936.5	53219.5
No VS Yes	DOPEY1	0.04323302396594869	-1.3449905630593284	0.9567669760340514	0.08646604793189738	0.2059759947051991	1	0.23198402352972652	-0.055133555926544224	0.009815573770491798	843	599	244	67581.5	78574.5
No VS Yes	DOPEY2	3.73335340725367E-6	-5.4278992755012965	0.9999962666465927	7.46670681450734E-6	7.699852467571663E-5	1	8.923699985877775E-5	-0.10475792988313856	0.14235655737704916	843	599	244	58714.5	87441.5
No VS Yes	DOT1L	0.8725932808008805	0.8356195319752547	0.12740671919911956	0.2548134383982391	1	0.5377313001492251	0.5513787229734436	0.009949916527545963	-0.06495901639344262	843	599	244	76729	69427
No VS Yes	DPAGT1	0.08775271619068836	-1.0168520109706753	0.9122472838093116	0.17550543238137672	0.3679294439954026	1	0.4106411982587339	-0.022529215358931556	0.03520491803278686	843	599	244	68734.5	77421.5
No VS Yes	DPCD	4.9553776804711624E-6	-5.304921087507291	0.9999950446223196	9.910755360942325E-6	9.765544583651922E-5	1	1.1345587752242795E-4	-0.10148580968280468	0.1413729508196721	843	599	244	58909.5	87246.5
No VS Yes	DPCR1	0.5	0	0.5	1	1	1	1	0	0	840	596	244	72712	72712
No VS Yes	DPEP1	0.1574272870997478	-0.7285273787551868	0.8425727129002523	0.3148545741994956	0.5837845003151156	1	0.6473404962630533	0.05474123539232046	0.13555327868852451	843	599	244	69855.5	76300.5
No VS Yes	DPEP2	0.2055372213045295	-0.5871830740036541	0.7944627786954706	0.411074442609059	0.717163006596301	1	0.7912027880461694	-0.03870617696160264	-0.005225409836065539	843	599	244	70442.5	75713.5
No VS Yes	DPEP3	0.5	0	0.5	1	1	1	1	0	0	842	599	243	72778.5	72778.5
No VS Yes	DPF1	0.19167823142634016	-0.6250114811718384	0.8083217685736599	0.3833564628526803	0.6808135474593923	1	0.7509040318705246	0.09538851351351346	0.04545081967213111	836	592	244	69457	74991
No VS Yes	DPF2	0.02295933009446388	-1.6289534297636459	0.9770406699055361	0.04591866018892776	0.12237569169105166	1	0.13798621717590046	-0.03860601001669449	0.014528688524590149	843	599	244	66678	79478
No VS Yes	DPF3	0.9982972979025867	2.7681212246068245	0.0017027020974133	0.0034054041948266	1	0.01663277115963126	0.015781651416416107	0.31339732888146926	0.07243852459016394	843	599	244	82467.5	63688.5
No VS Yes	DPH1	0.3702336733598477	-0.23070351935603733	0.6297663266401523	0.7404673467196954	1	1	1	0.055901502504173625	0.05077868852459016	843	599	244	72016	74140
No VS Yes	DPH2	0.9999998733117819	6.897263717306842	1.266882180828155E-7	2.53376436165631E-7	1	5.51608081169558E-6	4.998113881652529E-6	0.1264440734557596	-0.09565573770491802	843	599	244	89606.5	56549.5
No VS Yes	DPH3	0.32056124849562484	-0.3262392921617059	0.6794387515043752	0.6411224969912497	1	1	1	-3.8397328881468746E-4	0.005655737704918034	843	599	244	71583.5	74572.5
No VS Yes	DPH3B	0.9652924022817289	1.4442343328386484	0.0347075977182712	0.0694151954365424	1	0.19650922998199838	0.1939228732397072	0.06944073455759599	-0.024938524590163928	843	599	244	78899.5	67256.5
No VS Yes	DPH5	0.8616451543862873	0.7943340759475859	0.13835484561371264	0.2767096912274253	1	0.5729032085085598	0.5873451435563797	0.02644407345575962	-0.012213114754098362	843	599	244	76565.5	69590.5
No VS Yes	DPM1	0.9999211042007747	4.102911854646354	7.889579922520928E-5	1.5779159845041857E-4	1	0.0013006955508188427	0.0011851527466362622	0.14495826377295493	-0.001229508196721296	843	599	244	85192.5	60963.5
No VS Yes	DPM2	0.27693187690616083	-0.4168062666864299	0.7230681230938392	0.5538637538123217	0.9017323195456758	1	0.9868906708144175	0.023606010016694493	0.04342213114754096	843	599	244	71180	74976
No VS Yes	DPM3	0.9731493604215531	1.5592248665596733	0.026850639578446855	0.05370127915689371	1	0.15942176069056282	0.15699726906456574	0.12411519198664442	-0.004877049180327863	843	599	244	79263.5	66892.5
No VS Yes	DPP10	0.5	0	0.5	1	1	1	1	0	0	837	596	241	71818	71818
No VS Yes	DPP3	0.08427638902924678	-1.0360584929373697	0.9157236109707532	0.16855277805849356	0.35562227774880134	1	0.39743114539434427	0.00885642737896494	0.0691598360655738	843	599	244	68663.5	77492.5
No VS Yes	DPP4	3.8808335871542976E-4	-3.410906404536482	0.9996119166412846	7.761667174308595E-4	0.003963897042879355	1	0.0045526624067612625	-0.21904006677796328	0.11526639344262285	843	599	244	62301.5	83854.5
No VS Yes	DPP6	0.5	0	0.5	1	1	1	1	0	0	839	596	243	72414	72414
No VS Yes	DPP7	0.311185021946195	-0.3450838969138338	0.688814978053805	0.62237004389239	0.982494141958106	1	1	-0.04874791318864773	-4.771784232365168E-4	840	599	241	70613	73746
No VS Yes	DPP8	0.0649800169085154	-1.1580410726239183	0.9350199830914846	0.1299600338170308	0.2888520516022728	1	0.32338449250087153	-0.1307345575959933	-0.06721311475409836	843	599	244	68223	77933
No VS Yes	DPP9	0.0010497937505747346	-2.9784398578050846	0.9989502062494253	0.002099587501149469	0.009196752904325608	1	0.010527385460364845	-0.028238731218697844	0.10813524590163934	843	599	244	63216.5	82939.5
No VS Yes	DPPA2	0.5	0	0.5	1	1	1	1	0	0	839	597	242	72237	72237
No VS Yes	DPPA3	0.5	0	0.5	1	1	1	1	0	0	832	588	244	71736	71736
No VS Yes	DPPA4	0.5	0	0.5	1	1	1	1	0	0	839	598	241	72059	72059
No VS Yes	DPPA5	0.5	0	0.5	1	1	1	1	0	0	842	598	244	72956	72956
No VS Yes	DPRX	0.5	0	0.5	1	1	1	1	0	0	834	592	242	71632	71632
No VS Yes	DPRXP4	0.5	0	0.5	1	1	1	1	0	0	834	593	241	71456.5	71456.5
No VS Yes	DPT	5.148783678299296E-7	-6.28829513068826	0.9999994851216322	1.0297567356598591E-6	1.4177941217933074E-5	1	1.615346651465816E-5	-0.25348080133555917	0.36907786885245913	843	599	244	57413	88743
No VS Yes	DPY19L1	0.3132301102490386	-0.3409477426661853	0.6867698897509614	0.6264602204980771	0.9868104447347958	1	1	-0.031869782971619263	-0.03436475409836054	843	599	244	71517.5	74638.5
No VS Yes	DPY19L2	0.9998257980745987	3.758871387650696	1.742019254012961E-4	3.484038508025922E-4	1	0.002492775726054923	0.002305756826178766	0.2598914858096828	-0.1570081967213115	843	599	244	84544.5	61611.5
No VS Yes	DPY19L2P1	0.5	0	0.5	1	1	1	1	0	0	838	595	243	72292.5	72292.5
No VS Yes	DPY19L2P2	0.999998769647241	5.909969818187622	1.2303527590074026E-6	2.460705518014805E-6	1	3.821783257666744E-5	3.422648214374586E-5	0.4171118530884808	-0.0747131147540982	843	599	244	88183.5	57972.5
No VS Yes	DPY19L3	0.06049932568981825	-1.1911465620009296	0.9395006743101817	0.1209986513796365	0.2720200263860164	1	0.30484539059877014	-0.10540066777963276	-0.021250000000000022	843	599	244	68106.5	78049.5
No VS Yes	DPY19L4	0.812217943495632	0.6360184887344121	0.18778205650436797	0.37556411300873593	1	0.712159866999722	0.7391934638055647	0.07054257095158598	0.02883196721311477	843	599	244	75919	70237
No VS Yes	DPY30	0.9877167804672481	1.905320218247244	0.01228321953275191	0.02456643906550382	1	0.08401986049643695	0.08238813838672998	0.04714524207011688	-0.020881147540983618	843	599	244	80286	65870
No VS Yes	DPYD	0.019824964471530704	-1.6940912194090347	0.9801750355284693	0.03964992894306141	0.10830383405801103	1	0.12223095341494135	-0.14319699499165275	0.00709543568464731	840	599	241	65635.5	78723.5
No VS Yes	DPYS	0.5	0	0.5	1	1	1	1	0	0	748	526	222	58386	58386
No VS Yes	DPYSL2	0.7991348079165838	0.5997153632395513	0.20086519208341624	0.4017303841668325	1	0.749090413448714	0.7779946814453095	-0.016803005008347235	-0.08799180327868852	843	599	244	75766.5	70389.5
No VS Yes	DPYSL3	1.2784692760003935E-7	-6.893309648894889	0.9999998721530724	2.556938552000787E-7	4.430504836234697E-6	1	5.03894940755513E-6	-0.2112541806020067	0.17659751037344396	839	598	241	55690.5	88427.5
No VS Yes	DPYSL4	0.6150704878888649	0.20354368010904844	0.3849295121111351	0.7698590242222701	1	1	1	0.14235392320534218	0.026229508196721325	843	599	244	74016	72140
No VS Yes	DPYSL5	0.5	0	0.5	1	1	1	1	0	0	840	596	244	72712	72712
No VS Yes	DQX1	0.9423089222711902	1.2130846511611768	0.057691077728809825	0.11538215545761965	1	0.2927218851792724	0.2933061603991911	0.297829716193656	0.0726434426229507	843	599	244	78126	68030
No VS Yes	DR1	0.973562728238398	1.566147303679296	0.026437271761602044	0.05287454352320409	1	0.1573801597096596	0.1551590687460152	0.03515025041736228	-0.0469467213114754	843	599	244	79285	66871
No VS Yes	DRAM1	0.999959212612171	4.389456393474281	4.078738782897773E-5	8.157477565795546E-5	1	7.460723534928898E-4	6.762608639471759E-4	0.03536727879799669	-0.2160245901639344	843	599	244	85709.5	60446.5
No VS Yes	DRAM2	1.4562621398761522E-6	-5.836759808747298	0.9999985437378601	2.9125242797523043E-6	3.458537718444796E-5	1	3.959206620981501E-5	-0.05744574290484136	0.13338114754098362	843	599	244	58083	88073
No VS Yes	DRAP1	0.8357196511155776	0.7064749977898872	0.1642803488844225	0.328560697768845	1	0.6469927849280783	0.6673725417101031	0.034958263772954926	0.004426229508196708	843	599	244	76210.5	69945.5
No VS Yes	DRAXIN	0.5	0	0.5	1	1	1	1	0	0	842	599	243	72778.5	72778.5
No VS Yes	DRD1	0.5	0	0.5	1	1	1	1	0	0	840	596	244	72712	72712
No VS Yes	DRD2	0.9470100633269879	1.2521611935236656	0.052989936673012106	0.10597987334602421	1	0.2744727858632353	0.27370746250594874	0.33244147157190634	0.09614754098360657	842	598	244	78131.5	67780.5
No VS Yes	DRD3	0.5	0	0.5	1	1	1	1	0	0	840	597	243	72535.5	72535.5
No VS Yes	DRD4	0.022009052656156214	-1.6477334853546601	0.9779909473438437	0.04401810531231243	0.11820729203334085	1	0.13331702317910082	0.060584307178631086	0.25510245901639345	843	599	244	66621	79535
No VS Yes	DRD5	0.5	0	0.5	1	1	1	1	0	0	841	597	244	72834	72834
No VS Yes	DRG1	0.9991059315942209	3.0482407891109338	8.940684057791026E-4	0.0017881368115582053	1	0.009763361149282302	0.00916650661864693	0.06818864774624375	-0.04682377049180327	843	599	244	83092	63064
No VS Yes	DRG2	0.1995109817895412	-0.6033885724910625	0.8004890182104588	0.3990219635790824	0.7014208550596067	1	0.7740737387519956	-0.001318864774624406	0.02368852459016393	843	599	244	70374	75782
No VS Yes	DRGX	0.5	0	0.5	1	1	1	1	0	0	839	596	243	72414	72414
No VS Yes	DROSHA	0.5	0	0.5	1	1	1	1	0	0	839	595	244	72590	72590
No VS Yes	DRP2	0.6807213003723981	0.3287993943103962	0.3192786996276019	0.6385573992552038	1	1	1	0.07381469115191984	0.02641393442622947	843	599	244	74584	71572
No VS Yes	DSC1	0.5	0	0.5	1	1	1	1	0	0	833	590	243	71685	71685
No VS Yes	DSC2	0.9996741161710269	3.486795636972177	3.2588382897313917E-4	6.517676579462783E-4	1	0.004205531844829421	0.003910797869838431	0.1262353923205343	-0.35929460580912864	840	599	241	83023	61336
No VS Yes	DSC3	0.976223745265457	1.613405921990744	0.02377625473454298	0.04755250946908596	1	0.14402162387805656	0.14201633965287477	0.11234949832775913	-0.3538114754098361	842	598	244	79299.5	66612.5
No VS Yes	DSCAM	0.5	0	0.5	1	1	1	1	0	0	832	594	238	70686	70686
No VS Yes	DSCAML1	0.9501672079504351	1.2802848173661106	0.04983279204956487	0.09966558409912973	1	0.26130797827946045	0.26053696051160574	0.5173848936781609	0.166012424050633	506	348	158	30001.5	24982.5
No VS Yes	DSCC1	0.9999999999985003	11.824014793979119	1.4996337505124302E-12	2.9992675010248604E-12	1	4.630005596089665E-10	4.3968398466463006E-10	0.330025041736227	-0.22161885245901639	843	599	244	95450	50706
No VS Yes	DSCR3	0.9917580041387044	2.080373322093769	0.008241995861295537	0.016483991722591074	1	0.0604561373886318	0.05905314685851588	0.027362270450751285	-0.05618852459016392	843	599	244	80766.5	65389.5
No VS Yes	DSCR4	0.5	0	0.5	1	1	1	1	0	0	842	598	244	72956	72956
No VS Yes	DSCR6	0.5	0	0.5	1	1	1	1	0	0	837	597	240	71640	71640
No VS Yes	DSCR8	0.5	0	0.5	1	1	1	1	0	0	842	598	244	72956	72956
No VS Yes	DSCR9	0.5	0	0.5	1	1	1	1	0	0	838	597	241	71938.5	71938.5
No VS Yes	DSE	0.007062072555677479	-2.1479899246557443	0.9929379274443225	0.014124145111354958	0.046167421388206606	1	0.05198838600687861	-0.11718697829716192	0.030437500000000013	839	599	240	64095	79665
No VS Yes	DSEL	0.017232166440523944	-1.7561110526844423	0.9827678335594761	0.03446433288104789	0.09622906428022922	1	0.10866156755641541	-0.11797996661101844	0.004709543568464758	840	599	241	65453.5	78905.5
No VS Yes	DSG1	0.9625880003930122	1.4104295223557186	0.03741199960698782	0.07482399921397564	1	0.20880424979227358	0.20631781217634393	0.4392701342281878	0.026577868852458816	840	596	244	78399.5	67024.5
No VS Yes	DSG2	0.8303212561671758	0.6896187156268341	0.16967874383282427	0.33935748766564855	1	0.6629997628152369	0.6848655567161455	-0.01708681135225373	-0.11863070539419086	840	599	241	75218.5	69140.5
No VS Yes	DSG3	0.804289684587495	0.6137987818347853	0.19571031541250505	0.3914206308250101	1	0.7337606434518151	0.7623760461022014	0.24677554438860982	-0.10635245901639341	841	597	244	75574	70094
